LEVEL_1_CASE_TYPE,CASE_NUMBER,CASE_HASHKEY,LEVEL_2_CASE_TYPE,DOCUMENT_ID,DOCUMENT_FILED_DATE,DOCUMENT_NAME,SOURCE_SYSTEM_ID,DOCUMENT_HASHKEY,DOCUMENT_TYPE,DOCUMENT_NUMBER,DOCUMENT_NAME_DRIVE,LINK_DRIVE
Collections,24CHLC04065,554475857485830080,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",99783228,2024-04-09 00:00:00.000,Request for Dismissal,2,963052344675152256812337559303471354,Request,REQ070,,
Collections,24CHLC04065,554475857485830080,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",99783223,2024-04-12 00:00:00.000,Default Judgment,2,263482197419193790656371674430769068,Judgment,JUD020,,
Collections,24CHLC04065,554475857485830080,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",108906887,2025-06-09 00:00:00.000,"Memorandum of Costs After Judgment, Acknowledgment of Credit, and Declaration of Accrued Interest",2,116686420099343836478836268647204255,Costs,CST040,declaration_24chlc04065_108906887,
Collections,24CHLC04065,554475857485830080,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",108906886,2025-06-10 00:00:00.000,Writ of Execution,2,693897383420885697937500506906195743,Writ,WRIT030,,
Collections,24CHLC04065,554475857485830080,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",110283642,2025-08-06 00:00:00.000,Declaration (name extension),2,69411894888471209177827659832439907,Declaration,DEC010,declaration_24chlc04065_110283642,https://drive.google.com/file/d/1pIVhZuwarZ8EO022mHreqFnf4e6txjHC/view?usp=drivesdk
Collections,24CHLC04302,45645591640308360,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",98568492,2024-02-08 00:00:00.000,Complaint,2,1299076661499266796212060031004451108,Complaint,COM040,complaint_24chlc04302_98568492,https://drive.google.com/file/d/1F6g7m8oUO7ecKU8adSK0qgGP6Kaviqnj/view?usp=drivesdk
Collections,24CHLC04302,45645591640308360,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",98568493,2024-02-08 00:00:00.000,Summons,2,443540885966475215537352198305742436,Issuance,ISS030,,
Collections,24CHLC04302,45645591640308360,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",98568494,2024-02-08 00:00:00.000,Civil Case Cover Sheet,2,993959776341282278417391686088435081,Miscellaneous,MISC020,,
Collections,24CHLC04302,45645591640308360,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",98568495,2024-02-08 00:00:00.000,"Order to Show Cause Hearing/Case Management Review (Cal. Rules of Court, rule 3.740)",2,1280915412036402466937824388512548724,Order to Show Cause,OSC030,,
Collections,24CHLC04302,45645591640308360,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",98568496,2024-02-08 00:00:00.000,Notice of Case Assignment - Limited Civil Case,2,109887794524098767013622089181455111,Notice,NTC040L,,
Collections,24CHLC04302,45645591640308360,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",98801731,2024-02-22 00:00:00.000,Proof of Service by Substituted Service,2,1036811813026365566279405733646441221,Proof of Service,POS160,,
Collections,24CHLC04302,45645591640308360,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",101700749,2024-07-10 00:00:00.000,Request for Entry of Default / Judgment,2,768041296605215328268775377140001400,Request,REQ080,request_for_default_judgment_24chlc04302_101700749,https://drive.google.com/file/d/1KCeW5HLZaRtE8KA6iaN5QpYTmX9vz1Xg/view?usp=drivesdk
Collections,24CHLC04302,45645591640308360,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",101700750,2024-07-10 00:00:00.000,Declaration Pursuant to 585 CCP in Support of Default Judgment,2,760755566807698002458899811560019663,Declaration,DEC071,declaration_24chlc04302_101700750,https://drive.google.com/file/d/1oj19X1yZ-W8gOj-NcxAS6vJ4J2kf7B7z/view?usp=drivesdk
Collections,24CHLC04302,45645591640308360,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",101700752,2024-07-10 00:00:00.000,Declaration of Costs - CCP 1033,2,628498827151604728913933806056830197,Costs,CST010,declaration_24chlc04302_101700752,
Collections,24CHLC04302,45645591640308360,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",101700753,2024-07-10 00:00:00.000,Request for Dismissal,2,327497465114008416654366658528817649,Request,REQ070,,
Collections,24CHLC04302,45645591640308360,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",101700751,2024-07-11 00:00:00.000,Default Judgment,2,1026890246718498528881276878720670962,Judgment,JUD020,,
Collections,24CHLC04659,566857298126848000,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",98624135,2024-02-09 00:00:00.000,Complaint,2,552703887585147510138832642197411860,Complaint,COM040,complaint_24chlc04659_98624135,https://drive.google.com/file/d/12rt6zSo-obsc9f9aTpLZP8EDHwxwDGG_/view?usp=drivesdk
Collections,24CHLC04659,566857298126848000,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",98624136,2024-02-09 00:00:00.000,Civil Case Cover Sheet,2,473855268729890416142360045863970565,Miscellaneous,MISC020,,
Collections,24CHLC04659,566857298126848000,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",98624137,2024-02-09 00:00:00.000,Summons,2,573134274429862762293254937086403384,Issuance,ISS030,,
Collections,24CHLC04659,566857298126848000,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",98624138,2024-02-09 00:00:00.000,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),2,1128197719615162399466161241062849936,Declaration,DEC075,declaration_24chlc04659_98624138,
Collections,24CHLC04659,566857298126848000,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",98624139,2024-02-09 00:00:00.000,"Order to Show Cause Hearing/Case Management Review (Cal. Rules of Court, rule 3.740)",2,195381380912232809770443708129962003,Order to Show Cause,OSC030,,
Collections,24CHLC04659,566857298126848000,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",98624140,2024-02-09 00:00:00.000,Notice of Case Assignment - Limited Civil Case,2,936552985060873851551865104874983180,Notice,NTC040L,,
Collections,24CHLC04659,566857298126848000,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",98705245,2024-02-20 00:00:00.000,Proof of Personal Service,2,326654491374685001496095013532967634,Proof of Service,POS110,,
Collections,24CHLC04659,566857298126848000,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",101649298,2024-07-05 00:00:00.000,Request for Dismissal,2,1108741111927498388602258761084303024,Request,REQ070,,
Collections,24CHLC04659,566857298126848000,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",101649299,2024-07-05 00:00:00.000,Declaration (name extension),2,693851326007412114507137626928194953,Declaration,DEC010,declaration_24chlc04659_101649299,https://drive.google.com/file/d/1TNFDnd6d9qCsH25spuWJBDMscQ1i7bo5/view?usp=drivesdk
Collections,24CHLC04659,566857298126848000,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",101649300,2024-07-05 00:00:00.000,Declaration (name extension),2,234557888219453042116070639439673856,Declaration,DEC010,declaration_24chlc04659_101649300,https://drive.google.com/file/d/1w3nAwKElQs5fkhKY-q03Ex-qgi5v7tCJ/view?usp=drivesdk
Collections,24CHLC04659,566857298126848000,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",101649302,2024-07-05 00:00:00.000,Request for Entry of Default / Judgment,2,939949368890845889119525205527105206,Request,REQ080,request_for_default_judgment_24chlc04659_101649302,https://drive.google.com/file/d/1ncRQMy9EgXXRRI2VtTwcZMLtOxGkU8xv/view?usp=drivesdk
Collections,24CHLC04659,566857298126848000,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",101649303,2024-07-11 00:00:00.000,Default Judgment,2,196823537004140467319990759800621831,Judgment,JUD020,,
Collections,24CHLC04686,362694641451340480,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",98628964,2024-02-08 00:00:00.000,Complaint,2,1010336228666068050126767209183704045,Complaint,COM040,complaint_24chlc04686_98628964,https://drive.google.com/file/d/1ZGIXYyGp8zJs__x2h1t09EaqCHtZxWx6/view?usp=drivesdk
Collections,24CHLC04686,362694641451340480,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",98628965,2024-02-08 00:00:00.000,Civil Case Cover Sheet,2,103758619791234394883576310186455125,Miscellaneous,MISC020,,
Collections,24CHLC04686,362694641451340480,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",98628966,2024-02-08 00:00:00.000,Summons,2,125208568910970992478367160933859948,Issuance,ISS030,,
Collections,24CHLC04686,362694641451340480,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",98628967,2024-02-08 00:00:00.000,"Order to Show Cause Hearing/Case Management Review (Cal. Rules of Court, rule 3.740)",2,327407074949789339707733101126085859,Order to Show Cause,OSC030,,
Collections,24CHLC04686,362694641451340480,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",98628968,2024-02-08 00:00:00.000,Notice of Case Assignment - Limited Civil Case,2,1317546012237150144601690875991526432,Notice,NTC040L,,
Collections,24CHLC04686,362694641451340480,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",99018521,2024-03-04 00:00:00.000,Proof of Service by Substituted Service,2,170695255388691871862673778167637274,Proof of Service,POS160,,
Collections,24CHLC04686,362694641451340480,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",101656992,2024-07-08 00:00:00.000,Request for Entry of Default / Judgment,2,1211188043495791114575419219840184123,Request,REQ080,request_for_default_judgment_24chlc04686_101656992,https://drive.google.com/file/d/10KrJv2lsPcXMDI5vXJB8pUR6u1jlEnlZ/view?usp=drivesdk
Collections,24CHLC04686,362694641451340480,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",101656994,2024-07-08 00:00:00.000,Declaration Pursuant to 585 CCP in Support of Default Judgment,2,233753570949859478059656560677845566,Declaration,DEC071,declaration_24chlc04686_101656994,https://drive.google.com/file/d/1ocojAC427pTn7tCt1YiCI-tgQD3hQ6SU/view?usp=drivesdk
Collections,24CHLC04686,362694641451340480,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",101656995,2024-07-08 00:00:00.000,Declaration of Costs - CCP 1033,2,832547269240553865889950803969108176,Costs,CST010,declaration_24chlc04686_101656995,
Collections,24CHLC04686,362694641451340480,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",101656996,2024-07-08 00:00:00.000,Request for Dismissal,2,51731600316895000884772587201631519,Request,REQ070,,
Collections,24CHLC04686,362694641451340480,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",101656993,2024-07-11 00:00:00.000,Default Judgment,2,740845889217059216137224968923227126,Judgment,JUD020,,
Collections,24CHLC05915,121189605893826128,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",98801868,2024-02-20 00:00:00.000,Complaint,2,820053150205912347787739803761781970,Complaint,COM040,complaint_24chlc05915_98801868,https://drive.google.com/file/d/1kXlVKOHy-MK6S8YHtkIvbrCoA6J6TEAG/view?usp=drivesdk
Collections,24CHLC05915,121189605893826128,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",98801869,2024-02-20 00:00:00.000,Civil Case Cover Sheet,2,945094673179516481221265545099522089,Miscellaneous,MISC020,,
Collections,24CHLC05915,121189605893826128,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",98801870,2024-02-20 00:00:00.000,Summons,2,358300937470885937994128652009970279,Issuance,ISS030,,
Collections,24CHLC05915,121189605893826128,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",98801871,2024-02-20 00:00:00.000,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),2,524058045690935404848060424588544067,Declaration,DEC075,declaration_24chlc05915_98801871,
Collections,24CHLC05915,121189605893826128,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",98801872,2024-02-20 00:00:00.000,Declaration (name extension),2,856720166606633097297934787444352459,Declaration,DEC010,declaration_24chlc05915_98801872,https://drive.google.com/file/d/1w4pQjBPDt7iZP6RugAUTK4QAvnlAxfZn/view?usp=drivesdk
Collections,24CHLC05915,121189605893826128,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",98801873,2024-02-20 00:00:00.000,"Order to Show Cause Hearing/Case Management Review (Cal. Rules of Court, rule 3.740)",2,1213158786566454665259700799514079027,Order to Show Cause,OSC030,,
Collections,24CHLC05915,121189605893826128,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",98801874,2024-02-20 00:00:00.000,Notice of Case Assignment - Limited Civil Case,2,495944410878909656280572087168493395,Notice,NTC040L,,
Collections,24CHLC05915,121189605893826128,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",99035905,2024-03-05 00:00:00.000,Declaration (name extension),2,229934620385409884816233158704651398,Declaration,DEC010,declaration_24chlc05915_99035905,https://drive.google.com/file/d/1WyUwKR14Mjt2ainc_tHoWyVOwoGBNymq/view?usp=drivesdk
Collections,24CHLC05915,121189605893826128,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",99460278,2024-03-22 00:00:00.000,Proof of Service by Substituted Service,2,1321925985718660506222816728498517106,Proof of Service,POS160,,
Collections,24CHLC05915,121189605893826128,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",99547675,2024-03-28 00:00:00.000,Proof of Service by Substituted Service,2,239231912751657186469819802548748664,Proof of Service,POS160,,
Collections,24CHLC05915,121189605893826128,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",103374829,2024-09-30 00:00:00.000,Request for Entry of Default / Judgment,2,898555232527172485015246606155703966,Request,REQ080,request_for_default_judgment_24chlc05915_103374829,https://drive.google.com/file/d/1dogBFlILImMSxFdPLXtcpekfcJlitqfN/view?usp=drivesdk
Collections,24CHLC05915,121189605893826128,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",103374831,2024-09-30 00:00:00.000,Declaration (name extension),2,561662018598501571697729554121674639,Declaration,DEC010,declaration_24chlc05915_103374831,https://drive.google.com/file/d/1NRJKAJqvVsDl6M2RrMwT4f3kI8_nVppG/view?usp=drivesdk
